# 1:time 2:hplus 3:hcross
1.3564996150e-01 -5.5505157695e-01 1.8975858925e-01
1.3565924616e-01 -5.5305703475e-01 1.8692786062e-01
1.3566853065e-01 -5.5142529255e-01 1.8396301998e-01
1.3567780116e-01 -5.5011986872e-01 1.8084298197e-01
1.3568708174e-01 -5.4909555815e-01 1.7754436936e-01
1.3569633841e-01 -5.4838667682e-01 1.7405635593e-01
1.3570559656e-01 -5.4804338510e-01 1.7042259593e-01
1.3571488031e-01 -5.4800994487e-01 1.6661436083e-01
1.3572415814e-01 -5.4825507656e-01 1.6264593264e-01
1.3573343388e-01 -5.4880206367e-01 1.5859632093e-01
1.3574269627e-01 -5.4962988823e-01 1.5444145803e-01
1.3575195722e-01 -5.5067253655e-01 1.5012540263e-01
1.3576121692e-01 -5.5193233171e-01 1.4560476003e-01
1.3577048536e-01 -5.5344242602e-01 1.4087466699e-01
1.3577975328e-01 -5.5514814746e-01 1.3598357765e-01
1.3578901049e-01 -5.5696965815e-01 1.3089379838e-01
1.3579828215e-01 -5.5888386031e-01 1.2553081396e-01
1.3580755907e-01 -5.6089588697e-01 1.1990295878e-01
1.3581685152e-01 -5.6301808473e-01 1.1404224055e-01
1.3582613036e-01 -5.6517872770e-01 1.0802486594e-01
1.3583538948e-01 -5.6724195609e-01 1.0182650441e-01
1.3584465072e-01 -5.6914667273e-01 9.5320485558e-02
1.3585392521e-01 -5.7092622780e-01 8.8529858015e-02
1.3586320893e-01 -5.7255130111e-01 8.1525111171e-02
1.3587248256e-01 -5.7398615493e-01 7.4359065351e-02
1.3588175783e-01 -5.7527083638e-01 6.7144238689e-02
1.3589104813e-01 -5.7631424107e-01 5.9914066819e-02
1.3590032975e-01 -5.7707312315e-01 5.2571001346e-02
1.3590961334e-01 -5.7755565457e-01 4.5062917777e-02
1.3591887355e-01 -5.7774038041e-01 3.7386213001e-02
1.3592814251e-01 -5.7769008594e-01 2.9574668812e-02
1.3593741829e-01 -5.7746057576e-01 2.1584493429e-02
1.3594669769e-01 -5.7703645510e-01 1.3483372370e-02
1.3595596105e-01 -5.7636463642e-01 5.3235981507e-03
1.3596523896e-01 -5.7544399853e-01 -2.9063820366e-03
1.3597450194e-01 -5.7426504463e-01 -1.1202710166e-02
1.3598378478e-01 -5.7282377824e-01 -1.9515610170e-02
1.3599305570e-01 -5.7119502987e-01 -2.7686224927e-02
1.3600186032e-01 -5.6924916768e-01 -3.6091815818e-02
1.3601117291e-01 -5.6710996625e-01 -4.4249281311e-02
1.3602045649e-01 -5.6471529133e-01 -5.2632948553e-02
1.3602972051e-01 -5.6206598825e-01 -6.1004230676e-02
1.3603898770e-01 -5.5913096298e-01 -6.9323454332e-02
1.3604826466e-01 -5.5598903133e-01 -7.7591491687e-02
1.3605752975e-01 -5.5270545303e-01 -8.5781266060e-02
1.3606680102e-01 -5.4927575288e-01 -9.3776401000e-02
1.3607607218e-01 -5.4574662564e-01 -1.0159062712e-01
1.3608533583e-01 -5.4220772092e-01 -1.0930588552e-01
1.3609459652e-01 -5.3869569106e-01 -1.1689458902e-01
1.3610387289e-01 -5.3513774324e-01 -1.2431367727e-01
1.3611315363e-01 -5.3150743113e-01 -1.3161393683e-01
1.3612245449e-01 -5.2790515064e-01 -1.3877925373e-01
1.3613174066e-01 -5.2431365984e-01 -1.4585648183e-01
1.3614103735e-01 -5.2076310234e-01 -1.5281012164e-01
1.3615031513e-01 -5.1728069178e-01 -1.5964035376e-01
1.3615959960e-01 -5.1385207547e-01 -1.6637542410e-01
1.3616886135e-01 -5.1049720578e-01 -1.7308298987e-01
1.3617813686e-01 -5.0728015494e-01 -1.7971813158e-01
1.3618740359e-01 -5.0413698130e-01 -1.8622722544e-01
1.3619669415e-01 -5.0103570348e-01 -1.9254392440e-01
1.3620595982e-01 -4.9803174816e-01 -1.9872313607e-01
1.3621526633e-01 -4.9520162462e-01 -2.0476405559e-01
1.3622454644e-01 -4.9250152845e-01 -2.1070402244e-01
1.3623383691e-01 -4.8994914350e-01 -2.1653867858e-01
1.3624311259e-01 -4.8753153928e-01 -2.2223865166e-01
1.3625238538e-01 -4.8525553091e-01 -2.2775027816e-01
1.3626164486e-01 -4.8309296162e-01 -2.3312830554e-01
1.3627092797e-01 -4.8096834606e-01 -2.3842981889e-01
1.3628023000e-01 -4.7887119978e-01 -2.4366379171e-01
1.3628949192e-01 -4.7677533753e-01 -2.4889477096e-01
1.3629876193e-01 -4.7475462147e-01 -2.5418057634e-01
1.3630802971e-01 -4.7281950586e-01 -2.5940603503e-01
1.3631729589e-01 -4.7085490190e-01 -2.6456768871e-01
1.3632657786e-01 -4.6880726190e-01 -2.6980227814e-01
1.3633584983e-01 -4.6663823794e-01 -2.7513830756e-01
1.3634512915e-01 -4.6438638981e-01 -2.8054868631e-01
1.3635438477e-01 -4.6205917368e-01 -2.8604358487e-01
1.3636365295e-01 -4.5965645628e-01 -2.9162471727e-01
1.3637293739e-01 -4.5714259665e-01 -2.9729106166e-01
1.3638222738e-01 -4.5444751825e-01 -3.0300788741e-01
1.3639150470e-01 -4.5160855189e-01 -3.0878791904e-01
1.3640077152e-01 -4.4869127489e-01 -3.1465509849e-01
1.3641005296e-01 -4.4569805890e-01 -3.2059304870e-01
1.3641933220e-01 -4.4250050410e-01 -3.2661589402e-01
1.3642860480e-01 -4.3903746453e-01 -3.3275627356e-01
1.3643789366e-01 -4.3534554439e-01 -3.3896860568e-01
